Timestamp,Electricity Usage (kW),Water Consumption (Liters),Traffic Density (Vehicles/Min),Waste Level (%),Zone,Event/Anomaly
2025-05-16 08:31:33.039055,287.98,9070.77,83,75.23,Zone D,None
2025-05-16 09:31:33.039055,281.26,10402.32,66,47.24,Zone D,
2025-05-16 10:31:33.039055,335.55,10566.58,17,84.4,Zone C,Festival
2025-05-16 11:31:33.039055,322.21,9482.19,99,24.19,Zone A,Power Outage
2025-05-16 12:31:33.039055,281.95,11173.39,71,32.77,Zone B,Power Outage
2025-05-16 13:31:33.039055,357.97,9050.19,38,46.85,Zone C,None
2025-05-16 14:31:33.039055,245.95,11742.59,83,26.14,Zone C,
2025-05-16 15:31:33.039055,330.8,7308.04,26,38.8,Zone D,Power Outage
2025-05-16 16:31:33.039055,329.66,10252.76,75,86.41,Zone A,Power Outage
2025-05-16 17:31:33.039055,284.52,13877.86,15,95.86,Zone B,None
2025-05-16 18:31:33.039055,316.31,7999.34,67,44.37,Zone C,Power Outage
2025-05-16 19:31:33.039055,237.44,8644.51,78,41.16,Zone B,Heavy Rain
2025-05-16 20:31:33.039055,346.2,11027.82,37,42.39,Zone D,Heavy Rain
2025-05-16 21:31:33.039055,290.75,10359.16,71,42.22,Zone A,
2025-05-16 22:31:33.039055,273.86,10701.26,50,22.87,Zone B,Heavy Rain
2025-05-16 23:31:33.039055,352.45,10978.37,78,94.15,Zone B,Heavy Rain
2025-05-17 00:31:33.039055,264.78,11269.44,91,37.1,Zone C,Power Outage
2025-05-17 01:31:33.039055,229.58,12219.4,99,53.6,Zone B,Festival
2025-05-17 02:31:33.039055,222.17,10819.64,93,20.77,Zone A,Heavy Rain
2025-05-17 03:31:33.039055,330.3,9517.48,50,88.64,Zone A,
2025-05-17 04:31:33.039055,235.98,11345.15,58,78.49,Zone B,Heavy Rain
2025-05-17 05:31:33.039055,387.74,13799.76,58,95.74,Zone C,Power Outage
2025-05-17 06:31:33.039055,195.9,9734.73,85,82.53,Zone C,Maintenance
2025-05-17 07:31:33.039055,384.82,8050.94,80,45.1,Zone D,Power Outage
2025-05-17 08:31:33.039055,310.55,12214.16,12,39.83,Zone A,None
2025-05-17 09:31:33.039055,295.16,9759.24,19,75.82,Zone D,
2025-05-17 10:31:33.039055,272.75,5654.66,98,49.13,Zone C,Heavy Rain
2025-05-17 11:31:33.039055,319.96,11694.84,44,65.3,Zone D,None
2025-05-17 12:31:33.039055,298.12,8929.34,89,20.5,Zone C,Heavy Rain
2025-05-17 13:31:33.039055,355.17,9818.93,11,24.95,Zone D,Maintenance
2025-05-17 14:31:33.039055,305.71,10663.96,33,62.83,Zone D,Festival
2025-05-17 15:31:33.039055,307.52,10381.0,83,65.29,Zone A,Maintenance
2025-05-17 16:31:33.039055,281.82,11418.9,47,80.12,Zone A,Power Outage
2025-05-17 17:31:33.039055,297.15,9129.03,31,30.56,Zone D,Power Outage
2025-05-17 18:31:33.039055,315.39,11026.21,35,61.05,Zone C,None
2025-05-17 19:31:33.039055,214.49,9480.91,52,35.56,Zone C,None
2025-05-17 20:31:33.039055,232.59,11477.62,64,27.46,Zone A,Power Outage
2025-05-17 21:31:33.039055,337.16,11230.73,48,52.84,Zone A,
2025-05-17 22:31:33.039055,308.54,8129.12,38,33.07,Zone B,Power Outage
2025-05-17 23:31:33.039055,290.8,12171.96,29,37.74,Zone A,Power Outage
2025-05-18 00:31:33.039055,300.92,8928.07,50,45.4,Zone C,Heavy Rain
2025-05-18 01:31:33.039055,317.38,11616.12,63,40.75,Zone A,Maintenance
2025-05-18 02:31:33.039055,273.01,10734.57,29,27.01,Zone B,
2025-05-18 03:31:33.039055,261.08,13676.37,28,27.19,Zone D,Heavy Rain
2025-05-18 04:31:33.039055,309.79,9553.07,93,35.46,Zone D,Festival
2025-05-18 05:31:33.039055,251.08,9301.37,75,24.04,Zone C,
2025-05-18 06:31:33.039055,320.41,9961.16,39,70.12,Zone B,Heavy Rain
2025-05-18 07:31:33.039055,214.87,9393.64,62,42.99,Zone D,Power Outage
2025-05-18 08:31:33.039055,351.46,11599.88,43,42.38,Zone D,Heavy Rain
2025-05-18 09:31:33.039055,323.63,6767.38,31,46.56,Zone A,None
2025-05-18 10:31:33.039055,312.8,7892.64,76,73.02,Zone D,
2025-05-18 11:31:33.039055,349.13,7864.39,15,89.65,Zone C,Power Outage
2025-05-18 12:31:33.039055,383.27,11900.62,88,80.73,Zone D,Maintenance
2025-05-18 13:31:33.039055,350.72,13421.23,36,78.2,Zone C,Heavy Rain
2025-05-18 14:31:33.039055,207.96,9791.1,19,58.75,Zone C,Power Outage
2025-05-18 15:31:33.039055,236.02,9662.36,82,75.5,Zone A,
2025-05-18 16:31:33.039055,268.76,10140.1,57,64.22,Zone B,None
2025-05-18 17:31:33.039055,301.3,12323.76,79,37.3,Zone C,None
2025-05-18 18:31:33.039055,325.88,8145.29,68,36.69,Zone D,
2025-05-18 19:31:33.039055,263.71,10476.74,68,43.71,Zone D,
2025-05-18 20:31:33.039055,309.34,11950.4,11,92.86,Zone C,Heavy Rain
2025-05-18 21:31:33.039055,262.23,11002.19,38,63.79,Zone D,Power Outage
2025-05-18 22:31:33.039055,269.42,10379.16,77,78.71,Zone A,Maintenance
2025-05-18 23:31:33.039055,229.67,12002.09,74,47.72,Zone D,
2025-05-19 00:31:33.039055,253.84,4593.54,92,52.62,Zone A,
2025-05-19 01:31:33.039055,232.42,11355.75,35,30.05,Zone C,Festival
2025-05-19 02:31:33.039055,251.21,8691.85,98,33.7,Zone C,None
2025-05-19 03:31:33.039055,352.68,6338.73,19,86.19,Zone C,Festival
2025-05-19 04:31:33.039055,252.53,11022.41,62,66.79,Zone A,Maintenance
2025-05-19 05:31:33.039055,431.62,12747.32,88,47.0,Zone D,
2025-05-19 06:31:33.039055,324.67,9725.1,68,84.23,Zone A,Heavy Rain
2025-05-19 07:31:33.039055,309.24,11905.75,31,39.72,Zone D,None
2025-05-19 08:31:33.039055,257.08,13224.56,60,98.08,Zone D,Festival
2025-05-19 09:31:33.039055,335.02,12629.83,57,47.59,Zone A,None
2025-05-19 10:31:33.039055,271.22,13279.93,30,46.98,Zone B,Festival
2025-05-19 11:31:33.039055,306.1,11484.25,31,44.95,Zone C,
2025-05-19 12:31:33.039055,428.0,10150.87,39,29.77,Zone D,Power Outage
2025-05-19 13:31:33.039055,295.2,6796.07,34,28.89,Zone D,Power Outage
2025-05-19 14:31:33.039055,357.46,9507.88,37,71.85,Zone A,Heavy Rain
2025-05-19 15:31:33.039055,264.84,8313.51,74,90.01,Zone B,Maintenance
2025-05-19 16:31:33.039055,298.25,14341.89,54,83.24,Zone C,None
2025-05-19 17:31:33.039055,388.54,9648.23,77,31.29,Zone B,Maintenance
2025-05-19 18:31:33.039055,268.65,10246.41,16,63.65,Zone C,Festival
2025-05-19 19:31:33.039055,390.62,11102.97,58,28.45,Zone D,
2025-05-19 20:31:33.039055,335.39,10087.2,18,23.62,Zone D,Heavy Rain
2025-05-19 21:31:33.039055,271.88,13390.1,45,72.51,Zone A,Power Outage
2025-05-19 22:31:33.039055,331.62,8754.7,92,62.81,Zone A,Power Outage
2025-05-19 23:31:33.039055,348.63,10389.21,10,26.56,Zone B,Heavy Rain
2025-05-20 00:31:33.039055,331.09,8515.06,19,22.8,Zone B,None
2025-05-20 01:31:33.039055,221.49,7359.95,45,99.18,Zone C,Maintenance
2025-05-20 02:31:33.039055,263.64,8776.46,82,22.4,Zone A,Festival
2025-05-20 03:31:33.039055,287.62,9925.93,55,55.56,Zone D,Maintenance
2025-05-20 04:31:33.039055,296.28,9141.4,41,60.37,Zone A,Power Outage
2025-05-20 05:31:33.039055,331.03,8615.16,41,29.38,Zone B,Heavy Rain
2025-05-20 06:31:33.039055,308.89,7187.37,15,33.52,Zone A,Power Outage
2025-05-20 07:31:33.039055,233.23,9833.79,57,48.14,Zone D,
2025-05-20 08:31:33.039055,319.01,6990.56,47,80.93,Zone A,Power Outage
2025-05-20 09:31:33.039055,330.53,11520.11,26,60.57,Zone B,Festival
2025-05-20 10:31:33.039055,327.99,10164.88,83,71.03,Zone D,None
2025-05-20 11:31:33.039055,354.04,7084.9,36,98.81,Zone C,None
2025-05-20 12:31:33.039055,341.7,9381.58,63,81.44,Zone C,
2025-05-20 13:31:33.039055,322.96,8495.69,59,54.75,Zone D,Festival
2025-05-20 14:31:33.039055,296.49,10638.35,44,55.72,Zone D,Heavy Rain
2025-05-20 15:31:33.039055,216.95,12680.9,94,69.5,Zone D,Maintenance
2025-05-20 16:31:33.039055,321.48,6249.66,34,73.23,Zone B,Heavy Rain
2025-05-20 17:31:33.039055,310.38,10230.05,37,60.06,Zone D,Maintenance
2025-05-20 18:31:33.039055,313.58,9679.73,24,71.59,Zone B,None
2025-05-20 19:31:33.039055,236.16,11342.68,13,21.88,Zone D,Power Outage
2025-05-20 20:31:33.039055,245.95,10426.39,82,54.37,Zone B,Power Outage
2025-05-20 21:31:33.039055,352.66,8496.06,36,42.32,Zone B,
2025-05-20 22:31:33.039055,298.02,9361.89,35,30.33,Zone A,Heavy Rain
2025-05-20 23:31:33.039055,334.08,8407.95,28,27.96,Zone C,Festival
2025-05-21 00:31:33.039055,301.42,12152.01,26,68.26,Zone D,Maintenance
2025-05-21 01:31:33.039055,301.49,10042.62,52,61.89,Zone C,Power Outage
2025-05-21 02:31:33.039055,346.91,13802.38,50,40.29,Zone C,
2025-05-21 03:31:33.039055,274.2,9878.68,51,57.68,Zone A,Heavy Rain
2025-05-21 04:31:33.039055,304.81,8583.19,59,59.38,Zone C,Festival
2025-05-21 05:31:33.039055,276.89,6972.57,93,35.6,Zone C,None
2025-05-21 06:31:33.039055,278.28,6393.72,49,72.17,Zone D,Festival
2025-05-21 07:31:33.039055,284.54,6831.73,48,82.47,Zone B,None
2025-05-21 08:31:33.039055,311.11,10534.25,32,83.32,Zone D,Heavy Rain
2025-05-21 09:31:33.039055,276.06,11017.45,61,68.2,Zone D,Festival
2025-05-21 10:31:33.039055,362.79,6837.62,56,60.93,Zone C,
2025-05-21 11:31:33.039055,255.27,11790.08,72,24.88,Zone C,Heavy Rain
2025-05-21 12:31:33.039055,290.66,9033.88,78,43.03,Zone D,None
2025-05-21 13:31:33.039055,278.01,10293.59,52,27.46,Zone D,
2025-05-21 14:31:33.039055,372.35,13224.44,57,97.11,Zone C,Power Outage
2025-05-21 15:31:33.039055,309.83,11793.68,43,30.81,Zone B,
2025-05-21 16:31:33.039055,351.59,9462.94,49,32.14,Zone B,Power Outage
2025-05-21 17:31:33.039055,225.72,8217.62,84,91.17,Zone D,
2025-05-21 18:31:33.039055,313.35,5696.37,70,95.51,Zone B,None
2025-05-21 19:31:33.039055,344.48,8561.69,59,81.27,Zone D,Maintenance
2025-05-21 20:31:33.039055,304.11,9577.74,76,20.43,Zone A,Maintenance
2025-05-21 21:31:33.039055,353.27,8025.64,71,20.11,Zone C,Power Outage
2025-05-21 22:31:33.039055,274.14,9737.49,67,50.25,Zone D,Power Outage
2025-05-21 23:31:33.039055,370.47,10153.7,42,31.47,Zone D,Festival
2025-05-22 00:31:33.039055,414.94,9550.29,84,21.47,Zone D,
2025-05-22 01:31:33.039055,281.86,8699.99,25,57.13,Zone B,
2025-05-22 02:31:33.039055,277.72,10337.31,91,95.44,Zone D,
2025-05-22 03:31:33.039055,372.67,10883.88,57,45.91,Zone A,
2025-05-22 04:31:33.039055,378.98,7819.2,19,72.89,Zone B,Festival
2025-05-22 05:31:33.039055,273.86,12821.86,91,72.18,Zone C,Power Outage
2025-05-22 06:31:33.039055,278.99,9802.82,47,40.09,Zone A,Maintenance
2025-05-22 07:31:33.039055,285.91,10037.7,28,72.03,Zone D,Festival
2025-05-22 08:31:33.039055,232.78,11416.43,45,36.99,Zone A,None
2025-05-22 09:31:33.039055,254.07,10466.43,68,29.76,Zone D,Festival
2025-05-22 10:31:33.039055,249.79,11906.27,72,76.11,Zone A,Festival
2025-05-22 11:31:33.039055,261.61,10574.25,86,29.08,Zone B,Festival
2025-05-22 12:31:33.039055,298.27,8775.13,55,99.75,Zone D,Heavy Rain
2025-05-22 13:31:33.039055,311.71,10723.01,12,34.68,Zone B,None
2025-05-22 14:31:33.039055,377.53,7712.55,83,67.53,Zone A,Power Outage
2025-05-22 15:31:33.039055,250.08,10217.12,74,52.91,Zone D,Maintenance
2025-05-22 16:31:33.039055,349.22,9933.54,17,30.11,Zone C,Maintenance
2025-05-22 17:31:33.039055,289.3,9583.77,60,22.23,Zone C,Power Outage
2025-05-22 18:31:33.039055,297.53,9742.92,90,69.82,Zone D,Heavy Rain
2025-05-22 19:31:33.039055,333.74,6236.3,82,84.54,Zone A,Maintenance
2025-05-22 20:31:33.039055,243.86,8902.55,15,87.36,Zone C,Festival
2025-05-22 21:31:33.039055,319.12,10185.69,98,58.62,Zone D,Maintenance
2025-05-22 22:31:33.039055,308.32,10319.71,48,82.2,Zone C,None
2025-05-22 23:31:33.039055,324.62,7944.65,69,73.83,Zone D,None
2025-05-23 00:31:33.039055,314.46,12531.42,37,77.94,Zone A,Power Outage
2025-05-23 01:31:33.039055,422.77,8267.65,63,59.41,Zone A,Heavy Rain
2025-05-23 02:31:33.039055,268.11,11938.91,46,70.67,Zone B,
2025-05-23 03:31:33.039055,273.45,10854.39,18,84.44,Zone C,
2025-05-23 04:31:33.039055,268.84,8707.55,91,51.83,Zone B,Heavy Rain
2025-05-23 05:31:33.039055,272.23,13550.62,65,84.48,Zone A,Maintenance
2025-05-23 06:31:33.039055,268.13,7612.73,68,67.36,Zone D,Heavy Rain
2025-05-23 07:31:33.039055,359.45,11838.31,94,33.27,Zone A,Heavy Rain
2025-05-23 08:31:33.039055,371.03,12001.16,11,21.97,Zone A,Maintenance
2025-05-23 09:31:33.039055,271.46,8658.76,70,49.02,Zone D,None
2025-05-23 10:31:33.039055,258.38,12784.93,67,63.74,Zone B,Festival
2025-05-23 11:31:33.039055,323.57,9499.91,69,87.19,Zone C,Power Outage
2025-05-23 12:31:33.039055,272.39,10577.39,49,30.2,Zone A,
2025-05-23 13:31:33.039055,331.65,10520.64,45,84.02,Zone A,None
2025-05-23 14:31:33.039055,310.15,9731.38,46,89.04,Zone C,Heavy Rain
2025-05-23 15:31:33.039055,224.21,11621.62,88,32.05,Zone A,Heavy Rain
2025-05-23 16:31:33.039055,377.38,11586.98,27,88.13,Zone C,
2025-05-23 17:31:33.039055,389.79,6502.94,72,99.32,Zone C,Maintenance
2025-05-23 18:31:33.039055,269.36,12608.68,31,78.15,Zone C,Power Outage
2025-05-23 19:31:33.039055,280.61,6675.02,20,82.78,Zone D,Festival
2025-05-23 20:31:33.039055,314.29,12065.09,67,99.55,Zone B,Maintenance
2025-05-23 21:31:33.039055,316.72,12253.41,66,68.44,Zone B,
2025-05-23 22:31:33.039055,332.93,7818.07,86,44.63,Zone D,Maintenance
2025-05-23 23:31:33.039055,400.51,9178.37,13,87.0,Zone B,Festival
2025-05-24 00:31:33.039055,291.15,7788.59,95,69.16,Zone B,Festival
2025-05-24 01:31:33.039055,260.09,9570.16,16,66.5,Zone B,Heavy Rain
2025-05-24 02:31:33.039055,231.03,9383.93,70,40.29,Zone A,Maintenance
2025-05-24 03:31:33.039055,263.45,11559.32,63,80.51,Zone D,None
2025-05-24 04:31:33.039055,298.34,12620.62,97,26.53,Zone B,None
2025-05-24 05:31:33.039055,389.73,12791.37,77,93.94,Zone D,Maintenance
2025-05-24 06:31:33.039055,274.12,8875.66,88,46.07,Zone B,Festival
2025-05-24 07:31:33.039055,311.19,9581.56,10,30.22,Zone B,Power Outage
2025-05-24 08:31:33.039055,299.18,6633.12,64,55.39,Zone D,Festival
2025-05-24 09:31:33.039055,359.42,8388.26,12,23.4,Zone C,Festival
2025-05-24 10:31:33.039055,426.35,11929.7,87,74.77,Zone D,Power Outage
2025-05-24 11:31:33.039055,273.46,13231.17,47,92.22,Zone C,
2025-05-24 12:31:33.039055,275.53,7531.3,10,86.98,Zone A,Festival
2025-05-24 13:31:33.039055,352.21,8815.07,47,30.19,Zone D,Power Outage
2025-05-24 14:31:33.039055,334.09,9947.19,94,30.1,Zone C,Maintenance
2025-05-24 15:31:33.039055,392.34,10560.32,38,85.07,Zone B,Power Outage
2025-05-24 16:31:33.039055,329.2,8380.79,14,93.94,Zone A,None
2025-05-24 17:31:33.039055,282.04,10848.12,83,56.85,Zone D,Power Outage
2025-05-24 18:31:33.039055,329.53,9052.32,30,59.92,Zone C,Festival
2025-05-24 19:31:33.039055,355.44,9971.1,80,45.46,Zone C,
2025-05-24 20:31:33.039055,341.02,11092.57,76,91.54,Zone D,Maintenance
2025-05-24 21:31:33.039055,325.36,10012.84,56,71.59,Zone C,Power Outage
2025-05-24 22:31:33.039055,353.33,9127.23,93,43.06,Zone D,Festival
2025-05-24 23:31:33.039055,358.46,9780.78,92,43.9,Zone C,
2025-05-25 00:31:33.039055,369.11,9823.27,44,91.3,Zone B,Power Outage
2025-05-25 01:31:33.039055,332.44,9259.98,77,21.09,Zone D,Maintenance
2025-05-25 02:31:33.039055,291.64,9482.41,78,45.82,Zone D,Maintenance
2025-05-25 03:31:33.039055,307.34,13197.29,10,64.35,Zone A,None
2025-05-25 04:31:33.039055,360.33,11121.84,77,31.86,Zone B,Maintenance
2025-05-25 05:31:33.039055,259.15,9409.04,21,27.37,Zone D,
2025-05-25 06:31:33.039055,318.43,11393.91,69,85.22,Zone C,Festival
2025-05-25 07:31:33.039055,280.33,9332.36,36,91.55,Zone C,Maintenance
2025-05-25 08:31:33.039055,301.44,12346.25,65,85.89,Zone C,Maintenance
2025-05-25 09:31:33.039055,363.92,10739.28,32,91.9,Zone A,Festival
2025-05-25 10:31:33.039055,309.55,9785.4,34,64.25,Zone D,Festival
2025-05-25 11:31:33.039055,302.32,10895.43,30,84.98,Zone C,
2025-05-25 12:31:33.039055,232.01,6858.25,70,50.72,Zone A,Maintenance
2025-05-25 13:31:33.039055,337.31,7746.47,72,73.3,Zone A,
2025-05-25 14:31:33.039055,332.27,7612.15,61,99.11,Zone D,Maintenance
2025-05-25 15:31:33.039055,408.16,10285.89,97,38.06,Zone C,Power Outage
2025-05-25 16:31:33.039055,284.61,13465.03,34,51.19,Zone B,Maintenance
2025-05-25 17:31:33.039055,310.96,14462.6,64,58.4,Zone C,None
2025-05-25 18:31:33.039055,312.47,11276.1,55,31.04,Zone B,None
2025-05-25 19:31:33.039055,378.87,11001.69,41,26.48,Zone B,None
2025-05-25 20:31:33.039055,295.24,6397.88,64,86.38,Zone C,None
2025-05-25 21:31:33.039055,313.95,8914.65,14,98.14,Zone B,
2025-05-25 22:31:33.039055,330.39,8424.43,45,52.38,Zone A,Maintenance
2025-05-25 23:31:33.039055,309.33,8758.3,58,27.01,Zone A,Power Outage
2025-05-26 00:31:33.039055,277.68,9663.71,67,25.26,Zone C,
2025-05-26 01:31:33.039055,309.7,9055.82,48,91.31,Zone D,Festival
2025-05-26 02:31:33.039055,353.68,6041.4,89,57.11,Zone A,Maintenance
2025-05-26 03:31:33.039055,248.67,11495.82,94,45.6,Zone C,Heavy Rain
2025-05-26 04:31:33.039055,306.65,7854.51,70,58.12,Zone B,Maintenance
2025-05-26 05:31:33.039055,264.99,10478.49,18,45.46,Zone A,
2025-05-26 06:31:33.039055,359.75,14148.17,15,59.12,Zone C,None
2025-05-26 07:31:33.039055,223.84,8161.23,44,88.76,Zone C,Heavy Rain
2025-05-26 08:31:33.039055,272.05,4939.42,48,67.38,Zone D,
2025-05-26 09:31:33.039055,318.86,9427.99,31,75.57,Zone B,Maintenance
2025-05-26 10:31:33.039055,378.28,12201.92,50,49.17,Zone B,Power Outage
2025-05-26 11:31:33.039055,296.71,13916.69,14,79.08,Zone B,
2025-05-26 12:31:33.039055,272.24,7540.9,51,73.33,Zone C,Power Outage
2025-05-26 13:31:33.039055,394.06,10993.4,96,29.56,Zone C,Heavy Rain
2025-05-26 14:31:33.039055,227.6,9069.38,90,65.81,Zone B,Festival
2025-05-26 15:31:33.039055,190.06,9788.1,85,40.54,Zone C,
2025-05-26 16:31:33.039055,322.0,15288.69,96,84.33,Zone D,Heavy Rain
2025-05-26 17:31:33.039055,274.9,6994.06,89,54.08,Zone C,Power Outage
2025-05-26 18:31:33.039055,248.94,10507.48,76,99.57,Zone C,Heavy Rain
2025-05-26 19:31:33.039055,335.42,10935.39,39,27.4,Zone A,None
2025-05-26 20:31:33.039055,312.19,12171.57,66,82.43,Zone D,
2025-05-26 21:31:33.039055,271.8,10195.97,95,73.9,Zone A,None
2025-05-26 22:31:33.039055,235.98,10616.1,82,81.4,Zone B,Festival
2025-05-26 23:31:33.039055,343.62,9216.7,38,44.6,Zone B,Heavy Rain
2025-05-27 00:31:33.039055,332.51,10538.25,46,59.36,Zone D,Heavy Rain
2025-05-27 01:31:33.039055,295.04,9313.62,96,83.72,Zone C,Heavy Rain
2025-05-27 02:31:33.039055,392.33,11243.14,22,38.6,Zone A,Heavy Rain
2025-05-27 03:31:33.039055,246.5,9260.78,41,38.08,Zone D,Festival
2025-05-27 04:31:33.039055,223.72,10754.2,55,64.08,Zone A,Power Outage
2025-05-27 05:31:33.039055,265.4,9941.47,32,61.89,Zone C,Maintenance
2025-05-27 06:31:33.039055,297.72,12252.1,54,42.58,Zone A,Festival
2025-05-27 07:31:33.039055,312.17,9897.21,26,43.85,Zone D,Power Outage
2025-05-27 08:31:33.039055,287.94,6453.94,94,42.23,Zone C,
2025-05-27 09:31:33.039055,317.6,12523.84,75,81.72,Zone C,Power Outage
2025-05-27 10:31:33.039055,237.42,8188.54,15,72.15,Zone D,
2025-05-27 11:31:33.039055,372.19,8692.47,27,86.59,Zone C,Power Outage
2025-05-27 12:31:33.039055,295.89,8808.68,31,98.04,Zone A,Heavy Rain
2025-05-27 13:31:33.039055,355.86,12748.88,42,57.93,Zone B,Festival
2025-05-27 14:31:33.039055,317.14,5728.65,39,25.34,Zone D,Power Outage
2025-05-27 15:31:33.039055,322.84,16275.5,90,23.85,Zone A,Maintenance
2025-05-27 16:31:33.039055,328.49,12112.11,41,43.65,Zone C,Maintenance
2025-05-27 17:31:33.039055,322.39,10446.48,51,94.6,Zone B,None
2025-05-27 18:31:33.039055,332.14,9890.21,87,61.86,Zone A,Power Outage
2025-05-27 19:31:33.039055,366.46,10571.11,19,41.74,Zone D,Festival
2025-05-27 20:31:33.039055,309.83,11042.24,45,51.93,Zone C,Heavy Rain
2025-05-27 21:31:33.039055,335.45,11290.43,43,67.89,Zone D,None
2025-05-27 22:31:33.039055,295.51,11111.21,82,72.24,Zone A,Power Outage
2025-05-27 23:31:33.039055,372.01,10179.16,37,32.31,Zone B,Heavy Rain
2025-05-28 00:31:33.039055,266.18,9605.32,20,98.16,Zone A,Festival
2025-05-28 01:31:33.039055,390.05,9697.45,87,63.58,Zone A,Festival
2025-05-28 02:31:33.039055,297.99,9610.18,48,30.86,Zone C,None
2025-05-28 03:31:33.039055,228.46,12267.54,56,91.49,Zone D,None
2025-05-28 04:31:33.039055,306.41,11187.11,28,25.97,Zone A,Power Outage
2025-05-28 05:31:33.039055,265.95,4119.22,24,92.62,Zone A,Heavy Rain
2025-05-28 06:31:33.039055,342.03,11311.8,37,99.73,Zone B,Maintenance
2025-05-28 07:31:33.039055,267.37,10389.47,33,76.03,Zone B,Heavy Rain
2025-05-28 08:31:33.039055,277.69,9962.58,81,81.64,Zone D,Festival
2025-05-28 09:31:33.039055,205.52,9222.96,18,46.98,Zone D,Festival
2025-05-28 10:31:33.039055,277.38,12248.23,56,95.33,Zone C,Power Outage
2025-05-28 11:31:33.039055,178.81,11895.05,42,62.38,Zone D,Maintenance
2025-05-28 12:31:33.039055,220.8,8454.24,71,78.59,Zone B,
2025-05-28 13:31:33.039055,338.02,10814.1,28,93.93,Zone D,Power Outage
2025-05-28 14:31:33.039055,339.29,8056.69,76,98.01,Zone A,Festival
2025-05-28 15:31:33.039055,321.27,7240.76,83,86.66,Zone D,Festival
2025-05-28 16:31:33.039055,251.65,8746.57,49,44.24,Zone D,Heavy Rain
2025-05-28 17:31:33.039055,297.61,11724.79,56,97.32,Zone C,Maintenance
2025-05-28 18:31:33.039055,299.82,11906.25,74,70.25,Zone A,Heavy Rain
2025-05-28 19:31:33.039055,242.08,11026.17,38,94.45,Zone C,Heavy Rain
2025-05-28 20:31:33.039055,375.17,11450.19,59,74.09,Zone B,Power Outage
2025-05-28 21:31:33.039055,343.87,11032.36,22,44.58,Zone D,Heavy Rain
2025-05-28 22:31:33.039055,288.95,8717.04,10,49.6,Zone D,None
2025-05-28 23:31:33.039055,301.34,10863.85,43,64.04,Zone B,None
2025-05-29 00:31:33.039055,310.42,11600.82,57,83.2,Zone C,Heavy Rain
2025-05-29 01:31:33.039055,197.91,11508.58,86,45.44,Zone A,Maintenance
2025-05-29 02:31:33.039055,287.64,12377.83,57,66.38,Zone C,Heavy Rain
2025-05-29 03:31:33.039055,265.9,11416.61,58,47.65,Zone C,Festival
2025-05-29 04:31:33.039055,249.92,10702.9,73,85.26,Zone A,Festival
2025-05-29 05:31:33.039055,285.94,12140.3,70,57.34,Zone D,Maintenance
2025-05-29 06:31:33.039055,389.88,9946.96,38,26.14,Zone C,Power Outage
2025-05-29 07:31:33.039055,332.04,8236.25,48,33.28,Zone B,None
2025-05-29 08:31:33.039055,271.44,9673.87,97,24.89,Zone A,None
2025-05-29 09:31:33.039055,328.63,8510.19,35,59.94,Zone D,Power Outage
